Year,Attribute,Value
1967,"Intermediate goods: Feed and seed: Quantity (million, $2015)",72979.67038
1967,"Intermediate goods: Energy: Price (index, 2015=1)",0.071251734
1967,"Intermediate goods: Energy: Quantity (million, $2015)",26764.34096
1967,"Intermediate goods: Fertilizer and lime: Price (index, 2015=1)",0.137271056
1967,"Intermediate goods: Fertilizer and lime: Quantity (million, $2015)",17694.91738
1967,"Intermediate goods: Pesticides: Price (index, 2015=1)",0.420557209
1967,"Intermediate goods: Pesticides: Quantity (million, $2015)",1880.83805
1967,"Intermediate goods: Purchased services: Price (index, 2015=1)",0.151178621
1967,"Intermediate goods: Purchased services: Quantity (million, $2015)",36570.14313
1967,"Intermediate goods: Other intermediate: Price (index, 2015=1)",0.160815747
1967,"Intermediate goods: Other intermediate: Quantity (million, $2015)",2831.664242
1968,"Total output: Price (index, 2015=1)",0.264007596
1968,"Total output: Quantity (million, $2015)",198029.7891
1968,"Livestock and products: All livestock and products 1/: Price (index, 2015=1)",0.227072281
1968,"Livestock and products: All livestock and products 1/: Quantity (million, $2015)",98958.10605
1968,"Livestock and products: Meat animals: Price (index, 2015=1)",0.181538387
1968,"Livestock and products: Meat animals: Quantity (million, $2015)",67605.26858
1968,"Livestock and products: Dairy: Price (index, 2015=1)",0.308069645
1968,"Livestock and products: Dairy: Quantity (million, $2015)",19337.45212
1968,"Livestock and products: Poultry and eggs: Price (index, 2015=1)",0.261793572
1968,"Livestock and products: Poultry and eggs: Quantity (million, $2015)",14404.18484
1968,"Crops: All crops: Price (index, 2015=1)",0.295850056
1968,"Crops: All crops: Quantity (million, $2015)",96180.22405
1968,"Crops: Food grains: Price (index, 2015=1)",0.35498235
1968,"Crops: Food grains: Quantity (million, $2015)",9194.321186
1968,"Crops: Feed crops: Price (index, 2015=1)",0.274826615
1968,"Crops: Feed crops: Quantity (million, $2015)",41935.97964
1968,"Crops: Oil crops: Price (index, 2015=1)",0.277634983
1968,"Crops: Oil crops: Quantity (million, $2015)",11998.43332
1968,"Crops: Vegetables and melons: Price (index, 2015=1)",0.225880995
1968,"Crops: Vegetables and melons: Quantity (million, $2015)",12807.13324
1968,"Crops: Fruits and tree nuts: Price (index, 2015=1)",0.181368877
1968,"Crops: Fruits and tree nuts: Quantity (million, $2015)",11264.47955
1968,"Crops: Other crops 2/: Price (index, 2015=1)",0.402471058
1968,"Crops: Other crops 2/: Quantity (million, $2015)",12854.94609
1968,"Farm-related output 3/: Price (index, 2015=1)",0.180445676
1968,"Farm-related output 3/: Quantity (million, $2015)",7513.624574
1968,"Total farm inputs: Price (index, 2015=1)",0.132226194
1968,"Total farm inputs: Quantity (million, $2015)",395393.4306
1968,"Capital: All capital: Price (index, 2015=1)",0.124405471
1968,"Capital: All capital: Quantity (million, $2015)",117129.5036
1968,"Capital: Durable equipment: Price (index, 2015=1)",0.184577975
1968,"Capital: Durable equipment: Quantity (million, $2015)",26389.46148
1968,"Capital: Service buildings: Price (index, 2015=1)",0.182785544
1968,"Capital: Service buildings: Quantity (million, $2015)",7647.227083
1968,"Capital: Land: Price (index, 2015=1)",0.109449836
1968,"Capital: Land: Quantity (million, $2015)",70393.34078
1968,"Capital: Inventories: Price (index, 2015=1)",0.128211536
1968,"Capital: Inventories: Quantity (million, $2015)",4666.472335
1968,"Labor: All labor: Price (index, 2015=1)",0.093755162
1968,"Labor: All labor: Quantity (million, $2015)",137176.2579
1968,"Labor: Hired labor: Price (index, 2015=1)",0.096486311
1968,"Labor: Hired labor: Quantity (million, $2015)",39341.83381
1968,"Labor: Self-employed and unpaid family: Price (index, 2015=1)",0.092437538
1968,"Labor: Self-employed and unpaid family: Quantity (million, $2015)",98066.58751
1968,"Intermediate goods: All intermediate goods: Price (index, 2015=1)",0.163913572
1968,"Intermediate goods: All intermediate goods: Quantity (million, $2015)",151597.1795
1968,"Intermediate goods: Feed and seed: Price (index, 2015=1)",0.181358162
1968,"Intermediate goods: Feed and seed: Quantity (million, $2015)",73858.52967
1968,"Intermediate goods: Energy: Price (index, 2015=1)",0.071759316
1968,"Intermediate goods: Energy: Quantity (million, $2015)",26825.61804
1968,"Intermediate goods: Fertilizer and lime: Price (index, 2015=1)",0.165056544
1968,"Intermediate goods: Fertilizer and lime: Quantity (million, $2015)",14746.46167
1968,"Intermediate goods: Pesticides: Price (index, 2015=1)",0.4400921
1968,"Intermediate goods: Pesticides: Quantity (million, $2015)",1879.152115
1968,"Intermediate goods: Purchased services: Price (index, 2015=1)",0.158814957
1968,"Intermediate goods: Purchased services: Quantity (million, $2015)",36433.35658
1968,"Intermediate goods: Other intermediate: Price (index, 2015=1)",0.165617999
1968,"Intermediate goods: Other intermediate: Quantity (million, $2015)",2909.333771
1969,"Total output: Price (index, 2015=1)",0.2789506
1969,"Total output: Quantity (million, $2015)",201959.225
1969,"Livestock and products: All livestock and products 1/: Price (index, 2015=1)",0.252935299
1969,"Livestock and products: All livestock and products 1/: Quantity (million, $2015)",99400.81651
1969,"Livestock and products: Meat animals: Price (index, 2015=1)",0.207595193
1969,"Livestock and products: Meat animals: Quantity (million, $2015)",68129.25185
1969,"Livestock and products: Dairy: Price (index, 2015=1)",0.322604347
1969,"Livestock and products: Dairy: Quantity (million, $2015)",19205.17208
1969,"Livestock and products: Poultry and eggs: Price (index, 2015=1)",0.294424525
1969,"Livestock and products: Poultry and eggs: Quantity (million, $2015)",14785.38177
1969,"Crops: All crops: Price (index, 2015=1)",0.2994058
1969,"Crops: All crops: Quantity (million, $2015)",99753.93884
1969,"Crops: Food grains: Price (index, 2015=1)",0.368785854
1969,"Crops: Food grains: Quantity (million, $2015)",8482.829931
1969,"Crops: Feed crops: Price (index, 2015=1)",0.293994284
1969,"Crops: Feed crops: Quantity (million, $2015)",43423.2488
1969,"Crops: Oil crops: Price (index, 2015=1)",0.261423113
1969,"Crops: Oil crops: Quantity (million, $2015)",12137.47739
1969,"Crops: Vegetables and melons: Price (index, 2015=1)",0.231404447
1969,"Crops: Vegetables and melons: Quantity (million, $2015)",12281.29379
1969,"Crops: Fruits and tree nuts: Price (index, 2015=1)",0.162193674
1969,"Crops: Fruits and tree nuts: Quantity (million, $2015)",13387.91429
1969,"Crops: Other crops 2/: Price (index, 2015=1)",0.385364042
1969,"Crops: Other crops 2/: Quantity (million, $2015)",14471.68528
1969,"Farm-related output 3/: Price (index, 2015=1)",0.190863816
1969,"Farm-related output 3/: Quantity (million, $2015)",6956.603209
1969,"Total farm inputs: Price (index, 2015=1)",0.142008631
1969,"Total farm inputs: Quantity (million, $2015)",396712.8382
1969,"Capital: All capital: Price (index, 2015=1)",0.143993757
1969,"Capital: All capital: Quantity (million, $2015)",117023.3998
1969,"Capital: Durable equipment: Price (index, 2015=1)",0.190671614
1969,"Capital: Durable equipment: Quantity (million, $2015)",26824.96455
1969,"Capital: Service buildings: Price (index, 2015=1)",0.190496074
1969,"Capital: Service buildings: Quantity (million, $2015)",7790.701889
1969,"Capital: Land: Price (index, 2015=1)",0.138498074
1969,"Capital: Land: Quantity (million, $2015)",69303.71146
1969,"Capital: Inventories: Price (index, 2015=1)",0.137501417
1969,"Capital: Inventories: Quantity (million, $2015)",4751.594936
1969,"Labor: All labor: Price (index, 2015=1)",0.099297329
1969,"Labor: All labor: Quantity (million, $2015)",134794.7598
1969,"Labor: Hired labor: Price (index, 2015=1)",0.10203627
1969,"Labor: Hired labor: Quantity (million, $2015)",39686.06961
1969,"Labor: Self-employed and unpaid family: Price (index, 2015=1)",0.097964625
1969,"Labor: Self-employed and unpaid family: Quantity (million, $2015)",95292.97985
1969,"Intermediate goods: All intermediate goods: Price (index, 2015=1)",0.169324498
1969,"Intermediate goods: All intermediate goods: Quantity (million, $2015)",154149.2736
1969,"Intermediate goods: Feed and seed: Price (index, 2015=1)",0.186761931
1969,"Intermediate goods: Feed and seed: Quantity (million, $2015)",77688.51722
1969,"Intermediate goods: Energy: Price (index, 2015=1)",0.073291944
1969,"Intermediate goods: Energy: Quantity (million, $2015)",27219.78424
1969,"Intermediate goods: Fertilizer and lime: Price (index, 2015=1)",0.160904509
1969,"Intermediate goods: Fertilizer and lime: Quantity (million, $2015)",14368.77072
1969,"Intermediate goods: Pesticides: Price (index, 2015=1)",0.472393893
1969,"Intermediate goods: Pesticides: Quantity (million, $2015)",1917.89101
1969,"Intermediate goods: Purchased services: Price (index, 2015=1)",0.168923016
1969,"Intermediate goods: Purchased services: Quantity (million, $2015)",34820.83765
1969,"Intermediate goods: Other intermediate: Price (index, 2015=1)",0.170903501
1969,"Intermediate goods: Other intermediate: Quantity (million, $2015)",2907.83444
1970,"Total output: Price (index, 2015=1)",0.291006157
1970,"Total output: Quantity (million, $2015)",199198.2935
1970,"Livestock and products: All livestock and products 1/: Price (index, 2015=1)",0.257393339
1970,"Livestock and products: All livestock and products 1/: Quantity (million, $2015)",102835.1672
1970,"Livestock and products: Meat animals: Price (index, 2015=1)",0.215037529
1970,"Livestock and products: Meat animals: Quantity (million, $2015)",71211.1873
1970,"Livestock and products: Dairy: Price (index, 2015=1)",0.336206683
1970,"Livestock and products: Dairy: Quantity (million, $2015)",19412.35354
1970,"Livestock and products: Poultry and eggs: Price (index, 2015=1)",0.274088549
1970,"Livestock and products: Poultry and eggs: Quantity (million, $2015)",15399.12929
1970,"Crops: All crops: Price (index, 2015=1)",0.319567854
1970,"Crops: All crops: Quantity (million, $2015)",94559.04738
1970,"Crops: Food grains: Price (index, 2015=1)",0.393859617
1970,"Crops: Food grains: Quantity (million, $2015)",7939.435779
1970,"Crops: Feed crops: Price (index, 2015=1)",0.315895549
1970,"Crops: Feed crops: Quantity (million, $2015)",40323.50739
1970,"Crops: Oil crops: Price (index, 2015=1)",0.297466253
1970,"Crops: Oil crops: Quantity (million, $2015)",12319.76825
1970,"Crops: Vegetables and melons: Price (index, 2015=1)",0.233760102
1970,"Crops: Vegetables and melons: Quantity (million, $2015)",12035.93331
1970,"Crops: Fruits and tree nuts: Price (index, 2015=1)",0.164434237
1970,"Crops: Fruits and tree nuts: Quantity (million, $2015)",12592.39584
1970,"Crops: Other crops 2/: Price (index, 2015=1)",0.409546758
1970,"Crops: Other crops 2/: Quantity (million, $2015)",13609.69854
1970,"Farm-related output 3/: Price (index, 2015=1)",0.192215378
1970,"Farm-related output 3/: Quantity (million, $2015)",6663.415216
1970,"Total farm inputs: Price (index, 2015=1)",0.146024935
1970,"Total farm inputs: Quantity (million, $2015)",396972.8182
1970,"Capital: All capital: Price (index, 2015=1)",0.143185662
1970,"Capital: All capital: Quantity (million, $2015)",116454.7682
1970,"Capital: Durable equipment: Price (index, 2015=1)",0.203240409
1970,"Capital: Durable equipment: Quantity (million, $2015)",27035.81869
1970,"Capital: Service buildings: Price (index, 2015=1)",0.172931734
1970,"Capital: Service buildings: Quantity (million, $2015)",7935.818057
1970,"Capital: Land: Price (index, 2015=1)",0.130638694
1970,"Capital: Land: Quantity (million, $2015)",68133.78633
1970,"Capital: Inventories: Price (index, 2015=1)",0.188687507
1970,"Capital: Inventories: Quantity (million, $2015)",4804.867774
1970,"Labor: All labor: Price (index, 2015=1)",0.103402896
1970,"Labor: All labor: Quantity (million, $2015)",128957.8608
1970,"Labor: Hired labor: Price (index, 2015=1)",0.106094474
1970,"Labor: Hired labor: Quantity (million, $2015)",39989.80376
1970,"Labor: Self-employed and unpaid family: Price (index, 2015=1)",0.10208456
1970,"Labor: Self-employed and unpaid family: Quantity (million, $2015)",89062.62721
1970,"Intermediate goods: All intermediate goods: Price (index, 2015=1)",0.176666018
1970,"Intermediate goods: All intermediate goods: Quantity (million, $2015)",158257.1495
1970,"Intermediate goods: Feed and seed: Price (index, 2015=1)",0.200679006
1970,"Intermediate goods: Feed and seed: Quantity (million, $2015)",79792.27679
1970,"Intermediate goods: Energy: Price (index, 2015=1)",0.073905833
1970,"Intermediate goods: Energy: Quantity (million, $2015)",27264.53265
1970,"Intermediate goods: Fertilizer and lime: Price (index, 2015=1)",0.137931413
1970,"Intermediate goods: Fertilizer and lime: Quantity (million, $2015)",17653.7015
1970,"Intermediate goods: Pesticides: Price (index, 2015=1)",0.486432835
1970,"Intermediate goods: Pesticides: Quantity (million, $2015)",1973.550985
1970,"Intermediate goods: Purchased services: Price (index, 2015=1)",0.179031673
1970,"Intermediate goods: Purchased services: Quantity (million, $2015)",33731.8005
1970,"Intermediate goods: Other intermediate: Price (index, 2015=1)",0.180069374
1970,"Intermediate goods: Other intermediate: Quantity (million, $2015)",2759.808558
1971,"Total output: Price (index, 2015=1)",0.28947458
1971,"Total output: Quantity (million, $2015)",212707.9777
1971,"Livestock and products: All livestock and products 1/: Price (index, 2015=1)",0.253838159
1971,"Livestock and products: All livestock and products 1/: Quantity (million, $2015)",103927.4418
1971,"Livestock and products: Meat animals: Price (index, 2015=1)",0.212280935
1971,"Livestock and products: Meat animals: Quantity (million, $2015)",71925.19244
1971,"Livestock and products: Dairy: Price (index, 2015=1)",0.345365086
1971,"Livestock and products: Dairy: Quantity (million, $2015)",19724.1565
1971,"Livestock and products: Poultry and eggs: Price (index, 2015=1)",0.251619669
1971,"Livestock and products: Poultry and eggs: Quantity (million, $2015)",15591.23739
1971,"Crops: All crops: Price (index, 2015=1)",0.319697557
1971,"Crops: All crops: Quantity (million, $2015)",105875.2168
1971,"Crops: Food grains: Price (index, 2015=1)",0.380840873
1971,"Crops: Food grains: Quantity (million, $2015)",9327.180705
1971,"Crops: Feed crops: Price (index, 2015=1)",0.295513501
1971,"Crops: Feed crops: Quantity (million, $2015)",49098.47717
1971,"Crops: Oil crops: Price (index, 2015=1)",0.326217797
1971,"Crops: Oil crops: Quantity (million, $2015)",13565.60588
1971,"Crops: Vegetables and melons: Price (index, 2015=1)",0.245392697
1971,"Crops: Vegetables and melons: Quantity (million, $2015)",12269.44828
1971,"Crops: Fruits and tree nuts: Price (index, 2015=1)",0.174784563
1971,"Crops: Fruits and tree nuts: Quantity (million, $2015)",13188.4473
1971,"Crops: Other crops 2/: Price (index, 2015=1)",0.438054525
1971,"Crops: Other crops 2/: Quantity (million, $2015)",13284.59649
1971,"Farm-related output 3/: Price (index, 2015=1)",0.198084248
1971,"Farm-related output 3/: Quantity (million, $2015)",6788.797087
1971,"Total farm inputs: Price (index, 2015=1)",0.156643777
1971,"Total farm inputs: Quantity (million, $2015)",393080.1055
1971,"Capital: All capital: Price (index, 2015=1)",0.16810848
1971,"Capital: All capital: Quantity (million, $2015)",115759.5768
1971,"Capital: Durable equipment: Price (index, 2015=1)",0.203212983
1971,"Capital: Durable equipment: Quantity (million, $2015)",27298.51677
1971,"Capital: Service buildings: Price (index, 2015=1)",0.15306183
1971,"Capital: Service buildings: Quantity (million, $2015)",8099.204473
1971,"Capital: Land: Price (index, 2015=1)",0.177332949
1971,"Capital: Land: Quantity (million, $2015)",66988.84502
1971,"Capital: Inventories: Price (index, 2015=1)",0.16817289
1971,"Capital: Inventories: Quantity (million, $2015)",4719.815497
1971,"Labor: All labor: Price (index, 2015=1)",0.10491495
1971,"Labor: All labor: Quantity (million, $2015)",126910.4676
1971,"Labor: Hired labor: Price (index, 2015=1)",0.107377965
1971,"Labor: Hired labor: Quantity (million, $2015)",39542.79918
1971,"Labor: Self-employed and unpaid family: Price (index, 2015=1)",0.103698056
1971,"Labor: Self-employed and unpaid family: Quantity (million, $2015)",87453.7135
1971,"Intermediate goods: All intermediate goods: Price (index, 2015=1)",0.183690188
1971,"Intermediate goods: All intermediate goods: Quantity (million, $2015)",156778.0014
1971,"Intermediate goods: Feed and seed: Price (index, 2015=1)",0.205382907
1971,"Intermediate goods: Feed and seed: Quantity (million, $2015)",77931.90853
1971,"Intermediate goods: Energy: Price (index, 2015=1)",0.077069009
1971,"Intermediate goods: Energy: Quantity (million, $2015)",26716.39659
1971,"Intermediate goods: Fertilizer and lime: Price (index, 2015=1)",0.152336273
1971,"Intermediate goods: Fertilizer and lime: Quantity (million, $2015)",17421.98324
1971,"Intermediate goods: Pesticides: Price (index, 2015=1)",0.522639967
1971,"Intermediate goods: Pesticides: Quantity (million, $2015)",2186.973962
1971,"Intermediate goods: Purchased services: Price (index, 2015=1)",0.187897535
1971,"Intermediate goods: Purchased services: Quantity (million, $2015)",34085.78176
1971,"Intermediate goods: Other intermediate: Price (index, 2015=1)",0.187693751
1971,"Intermediate goods: Other intermediate: Quantity (million, $2015)",2834.713455
1972,"Total output: Price (index, 2015=1)",0.323565923
1972,"Total output: Quantity (million, $2015)",213611.7508
1972,"Livestock and products: All livestock and products 1/: Price (index, 2015=1)",0.290391892
1972,"Livestock and products: All livestock and products 1/: Quantity (million, $2015)",104368.0783
1972,"Livestock and products: Meat animals: Price (index, 2015=1)",0.258974537
1972,"Livestock and products: Meat animals: Quantity (million, $2015)",71153.91834
1972,"Livestock and products: Dairy: Price (index, 2015=1)",0.35657791
1972,"Livestock and products: Dairy: Quantity (million, $2015)",20011.56495
1972,"Livestock and products: Poultry and eggs: Price (index, 2015=1)",0.258753159
1972,"Livestock and products: Poultry and eggs: Quantity (million, $2015)",16001.64425
1972,"Crops: All crops: Price (index, 2015=1)",0.351359263
1972,"Crops: All crops: Quantity (million, $2015)",106395.7792
1972,"Crops: Food grains: Price (index, 2015=1)",0.429560693
1972,"Crops: Food grains: Quantity (million, $2015)",8915.548209
1972,"Crops: Feed crops: Price (index, 2015=1)",0.324872099
1972,"Crops: Feed crops: Quantity (million, $2015)",47876.59353
1972,"Crops: Oil crops: Price (index, 2015=1)",0.366733258
1972,"Crops: Oil crops: Quantity (million, $2015)",13854.63588
1972,"Crops: Vegetables and melons: Price (index, 2015=1)",0.263803954
1972,"Crops: Vegetables and melons: Quantity (million, $2015)",12454.09309
1972,"Crops: Fruits and tree nuts: Price (index, 2015=1)",0.214540365
1972,"Crops: Fruits and tree nuts: Quantity (million, $2015)",11923.60235
1972,"Crops: Other crops 2/: Price (index, 2015=1)",0.449515947
1972,"Crops: Other crops 2/: Quantity (million, $2015)",15181.20174
1972,"Farm-related output 3/: Price (index, 2015=1)",0.212829173
1972,"Farm-related output 3/: Quantity (million, $2015)",6703.48398
1972,"Total farm inputs: Price (index, 2015=1)",0.174499376
1972,"Total farm inputs: Quantity (million, $2015)",396090.1449
1972,"Capital: All capital: Price (index, 2015=1)",0.214403509
1972,"Capital: All capital: Quantity (million, $2015)",115125.1938
1972,"Capital: Durable equipment: Price (index, 2015=1)",0.210056093
1972,"Capital: Durable equipment: Quantity (million, $2015)",27389.87078
1972,"Capital: Service buildings: Price (index, 2015=1)",0.162096401
1972,"Capital: Service buildings: Quantity (million, $2015)",8239.731347
1972,"Capital: Land: Price (index, 2015=1)",0.253124241
1972,"Capital: Land: Quantity (million, $2015)",65987.92379
1972,"Capital: Inventories: Price (index, 2015=1)",0.178416052
1972,"Capital: Inventories: Quantity (million, $2015)",4994.29501
1972,"Labor: All labor: Price (index, 2015=1)",0.108820617
1972,"Labor: All labor: Quantity (million, $2015)",126346.2149
1972,"Labor: Hired labor: Price (index, 2015=1)",0.111327986
1972,"Labor: Hired labor: Quantity (million, $2015)",39382.48677
1972,"Labor: Self-employed and unpaid family: Price (index, 2015=1)",0.107579831
1972,"Labor: Self-employed and unpaid family: Quantity (million, $2015)",87048.84573
1972,"Intermediate goods: All intermediate goods: Price (index, 2015=1)",0.191292495
1972,"Intermediate goods: All intermediate goods: Quantity (million, $2015)",160409.6624
1972,"Intermediate goods: Feed and seed: Price (index, 2015=1)",0.215679443
1972,"Intermediate goods: Feed and seed: Quantity (million, $2015)",80386.80792
1972,"Intermediate goods: Energy: Price (index, 2015=1)",0.077318963
1972,"Intermediate goods: Energy: Quantity (million, $2015)",26448.88943
1972,"Intermediate goods: Fertilizer and lime: Price (index, 2015=1)",0.159454624
1972,"Intermediate goods: Fertilizer and lime: Quantity (million, $2015)",17064.41573
1972,"Intermediate goods: Pesticides: Price (index, 2015=1)",0.519163019
1972,"Intermediate goods: Pesticides: Quantity (million, $2015)",2633.084311
1972,"Intermediate goods: Purchased services: Price (index, 2015=1)",0.195280337
1972,"Intermediate goods: Purchased services: Quantity (million, $2015)",34069.30797
1972,"Intermediate goods: Other intermediate: Price (index, 2015=1)",0.193961419
1972,"Intermediate goods: Other intermediate: Quantity (million, $2015)",2893.956967
1973,"Total output: Price (index, 2015=1)",0.441643668
1973,"Total output: Quantity (million, $2015)",223517.9645
1973,"Livestock and products: All livestock and products 1/: Price (index, 2015=1)",0.379236681
1973,"Livestock and products: All livestock and products 1/: Quantity (million, $2015)",106308.0818
1973,"Livestock and products: Meat animals: Price (index, 2015=1)",0.327810359
1973,"Livestock and products: Meat animals: Quantity (million, $2015)",74669.9018
1973,"Livestock and products: Dairy: Price (index, 2015=1)",0.419941789
1973,"Livestock and products: Dairy: Quantity (million, $2015)",19264.95579
1973,"Livestock and products: Poultry and eggs: Price (index, 2015=1)",0.442496343
1973,"Livestock and products: Poultry and eggs: Quantity (million, $2015)",15520.73618
1973,"Crops: All crops: Price (index, 2015=1)",0.499722121
1973,"Crops: All crops: Quantity (million, $2015)",113117.0849
1973,"Crops: Food grains: Price (index, 2015=1)",0.758457719
1973,"Crops: Food grains: Quantity (million, $2015)",9825.148845
1973,"Crops: Feed crops: Price (index, 2015=1)",0.473230794
1973,"Crops: Feed crops: Quantity (million, $2015)",49432.81344
1973,"Crops: Oil crops: Price (index, 2015=1)",0.583644199
1973,"Crops: Oil crops: Quantity (million, $2015)",16518.20307
1973,"Crops: Vegetables and melons: Price (index, 2015=1)",0.351839564
1973,"Crops: Vegetables and melons: Quantity (million, $2015)",12365.85205
1973,"Crops: Fruits and tree nuts: Price (index, 2015=1)",0.239684168
1973,"Crops: Fruits and tree nuts: Quantity (million, $2015)",14371.12861
1973,"Crops: Other crops 2/: Price (index, 2015=1)",0.527586905
1973,"Crops: Other crops 2/: Quantity (million, $2015)",15143.97451
1973,"Farm-related output 3/: Price (index, 2015=1)",0.234964791
1973,"Farm-related output 3/: Quantity (million, $2015)",7968.257672
1973,"Total farm inputs: Price (index, 2015=1)",0.243987885
1973,"Total farm inputs: Quantity (million, $2015)",404590.9648
1973,"Capital: All capital: Price (index, 2015=1)",0.354744804
1973,"Capital: All capital: Quantity (million, $2015)",114810.1523
1973,"Capital: Durable equipment: Price (index, 2015=1)",0.225340167
1973,"Capital: Durable equipment: Quantity (million, $2015)",27883.10916
1973,"Capital: Service buildings: Price (index, 2015=1)",0.170994464
1973,"Capital: Service buildings: Quantity (million, $2015)",8320.970951
1973,"Capital: Land: Price (index, 2015=1)",0.485219588
1973,"Capital: Land: Quantity (million, $2015)",65249.972
1973,"Capital: Inventories: Price (index, 2015=1)",0.267901637
1973,"Capital: Inventories: Quantity (million, $2015)",5082.895218
1973,"Labor: All labor: Price (index, 2015=1)",0.126467363
1973,"Labor: All labor: Quantity (million, $2015)",125240.1329
1973,"Labor: Hired labor: Price (index, 2015=1)",0.129398576
1973,"Labor: Hired labor: Quantity (million, $2015)",39964.33858
1973,"Labor: Self-employed and unpaid family: Price (index, 2015=1)",0.12501743
1973,"Labor: Self-employed and unpaid family: Quantity (million, $2015)",85327.7883
1973,"Intermediate goods: All intermediate goods: Price (index, 2015=1)",0.24876936
1973,"Intermediate goods: All intermediate goods: Quantity (million, $2015)",169426.811
1973,"Intermediate goods: Feed and seed: Price (index, 2015=1)",0.331282674
1973,"Intermediate goods: Feed and seed: Quantity (million, $2015)",81108.00343
1973,"Intermediate goods: Energy: Price (index, 2015=1)",0.084336357
1973,"Intermediate goods: Energy: Quantity (million, $2015)",26761.82709
1973,"Intermediate goods: Fertilizer and lime: Price (index, 2015=1)",0.138044634
1973,"Intermediate goods: Fertilizer and lime: Quantity (million, $2015)",25375.85059
1973,"Intermediate goods: Pesticides: Price (index, 2015=1)",0.543313235
1973,"Intermediate goods: Pesticides: Quantity (million, $2015)",2602.550257
1973,"Intermediate goods: Purchased services: Price (index, 2015=1)",0.204892123
1973,"Intermediate goods: Purchased services: Quantity (million, $2015)",36470.43135
1973,"Intermediate goods: Other intermediate: Price (index, 2015=1)",0.201479458
1973,"Intermediate goods: Other intermediate: Quantity (million, $2015)",3136.915325
1974,"Total output: Price (index, 2015=1)",0.496756582
1974,"Total output: Quantity (million, $2015)",211598.7755
1974,"Livestock and products: All livestock and products 1/: Price (index, 2015=1)",0.352185829
1974,"Livestock and products: All livestock and products 1/: Quantity (million, $2015)",106897.718
1974,"Livestock and products: Meat animals: Price (index, 2015=1)",0.282893585
1974,"Livestock and products: Meat animals: Quantity (million, $2015)",74948.35438
1974,"Livestock and products: Dairy: Price (index, 2015=1)",0.489651895
1974,"Livestock and products: Dairy: Quantity (million, $2015)",19306.8731
1974,"Livestock and products: Poultry and eggs: Price (index, 2015=1)",0.395097568
1974,"Livestock and products: Poultry and eggs: Quantity (million, $2015)",15645.66704
1974,"Crops: All crops: Price (index, 2015=1)",0.636020232
1974,"Crops: All crops: Quantity (million, $2015)",102693.6986
1974,"Crops: Food grains: Price (index, 2015=1)",0.886289059
1974,"Crops: Food grains: Quantity (million, $2015)",10433.2529
1974,"Crops: Feed crops: Price (index, 2015=1)",0.642736554
1974,"Crops: Feed crops: Quantity (million, $2015)",42317.06349
1974,"Crops: Oil crops: Price (index, 2015=1)",0.737721802
1974,"Crops: Oil crops: Quantity (million, $2015)",13313.06132
1974,"Crops: Vegetables and melons: Price (index, 2015=1)",0.433415714
1974,"Crops: Vegetables and melons: Quantity (million, $2015)",12310.38198
1974,"Crops: Fruits and tree nuts: Price (index, 2015=1)",0.233653692
1974,"Crops: Fruits and tree nuts: Quantity (million, $2015)",14725.01451
1974,"Crops: Other crops 2/: Price (index, 2015=1)",0.688203639
1974,"Crops: Other crops 2/: Quantity (million, $2015)",14529.16904
1974,"Farm-related output 3/: Price (index, 2015=1)",0.259743016
1974,"Farm-related output 3/: Quantity (million, $2015)",8277.231231
1974,"Total farm inputs: Price (index, 2015=1)",0.262317507
1974,"Total farm inputs: Quantity (million, $2015)",400709.3764
1974,"Capital: All capital: Price (index, 2015=1)",0.300735104
1974,"Capital: All capital: Quantity (million, $2015)",115688.3129
1974,"Capital: Durable equipment: Price (index, 2015=1)",0.260536179
1974,"Capital: Durable equipment: Quantity (million, $2015)",29417.3313
1974,"Capital: Service buildings: Price (index, 2015=1)",0.203674374
1974,"Capital: Service buildings: Quantity (million, $2015)",8496.73751
1974,"Capital: Land: Price (index, 2015=1)",0.364085798
1974,"Capital: Land: Quantity (million, $2015)",64889.90807
1974,"Capital: Inventories: Price (index, 2015=1)",0.334888313
1974,"Capital: Inventories: Quantity (million, $2015)",5288.9157
1974,"Labor: All labor: Price (index, 2015=1)",0.138856287
1974,"Labor: All labor: Quantity (million, $2015)",124892.6406
1974,"Labor: Hired labor: Price (index, 2015=1)",0.142086084
1974,"Labor: Hired labor: Quantity (million, $2015)",42534.87006
1974,"Labor: Self-employed and unpaid family: Price (index, 2015=1)",0.137258687
1974,"Labor: Self-employed and unpaid family: Quantity (million, $2015)",82315.48327
1974,"Intermediate goods: All intermediate goods: Price (index, 2015=1)",0.320983674
1974,"Intermediate goods: All intermediate goods: Quantity (million, $2015)",165053.3146
1974,"Intermediate goods: Feed and seed: Price (index, 2015=1)",0.407878904
1974,"Intermediate goods: Feed and seed: Quantity (million, $2015)",80614.84504
1974,"Intermediate goods: Energy: Price (index, 2015=1)",0.123796828
1974,"Intermediate goods: Energy: Quantity (million, $2015)",25541.77239
1974,"Intermediate goods: Fertilizer and lime: Price (index, 2015=1)",0.295837888
1974,"Intermediate goods: Fertilizer and lime: Quantity (million, $2015)",20463.9103
1974,"Intermediate goods: Pesticides: Price (index, 2015=1)",0.658099679
1974,"Intermediate goods: Pesticides: Quantity (million, $2015)",2299.04382
1974,"Intermediate goods: Purchased services: Price (index, 2015=1)",0.230416635
